path,ext,size,layer_guess,has_frontmatter,status,last_updated,links_count,class,decision,purpose,claim_id,claim_status,verified_by,last_verified,evidence_refs
01_ARCHITECTURE/DATABASE/DB_INDEX_OBSERVATION_WINDOW_2026-03-13.md,md,1915,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_MG_CORE_DECISION_NOTE.md,md,1650,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_MODEL_GROWTH_BASELINE.json,json,4462,01_ARCHITECTURE,false,,,0,SUPPORTING,Архивировать,data_in_docs,,,,,
01_ARCHITECTURE/DATABASE/DB_MODEL_GROWTH_KPI.md,md,626,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_OPERATIONAL_AGGREGATE_MIGRATION_CONTRACTS.md,md,3445,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_OPERATIONAL_AGGREGATE_MIGRATION_WAVES.md,md,2111,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_0_STATUS.md,md,3284,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_1_STATUS.md,md,2725,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_2_STATUS.md,md,1524,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_3_STATUS.md,md,1072,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_4_STATUS.md,md,904,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_5_STATUS.md,md,1208,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_6_STATUS.md,md,1712,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_7_STATUS.md,md,2398,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHASE_8_STATUS.md,md,676,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PHYSICAL_SPLIT_DECISION.md,md,1245,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_PROJECTION_REGISTER.md,md,2463,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_REFACTOR_CHECKLIST.md,md,22101,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_REFACTOR_PROPOSAL.patch.md,md,11488,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_REFACTOR_ROADMAP.md,md,13976,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_SUCCESS_METRICS.md,md,5277,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_TENANCY_REFACTOR_PLAN.md,md,15886,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DB_TENANCY_TRANSITION_RUNTIME_POLICY.md,md,2250,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/DOMAIN_OWNERSHIP_MANIFEST.md,md,5966,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/ENUM_DECISION_REGISTER.md,md,23798,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/MODEL_SCOPE_MANIFEST.md,md,27725,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/READ_MODEL_POLICY.md,md,4351,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DATABASE/TRANSITION_RUNTIME_POLICY.md,md,390,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_001_MICROSERVICES_VS_MONOLITH.md,md,2200,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_002_EVENT_STORING_STRATEGY.md,md,1673,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_003_DATABASE_STRATEGY.md,md,1569,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_004_API_GATEWAY_PATTERN.md,md,2053,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_005_Аутентификация и авторизация.md,md,2122,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_006_GAMMA_AI_STACK.md,md,1150,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_011_LEDGER_REDESIGN_STRATEGY.md,md,3168,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_012_FINANCE_JOURNAL_POSTING_SETTLEMENT.md,md,1768,01_ARCHITECTURE,true,approved,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_013_EXTERNAL_FRONT_OFFICE_ACCESS.md,md,18498,01_ARCHITECTURE,true,draft,2026-03-12,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_DB_001_TENANT_VS_COMPANY_BOUNDARY.md,md,2551,01_ARCHITECTURE,true,approved,2026-03-13,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_DB_002_SCHEMA_FRAGMENTATION_AND_OWNERSHIP.md,md,2123,01_ARCHITECTURE,true,approved,2026-03-13,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_DB_003_ENUM_GOVERNANCE.md,md,2018,01_ARCHITECTURE,true,approved,2026-03-13,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_DB_004_READ_MODELS_AND_PROJECTIONS.md,md,1894,01_ARCHITECTURE,true,approved,2026-03-13,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_DB_005_INDEX_AND_QUERY_GOVERNANCE.md,md,1931,01_ARCHITECTURE,true,approved,2026-03-13,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_LD_001_CONTROLLED_AUTONOMY.md,md,5086,01_ARCHITECTURE,true,approved,2026-02-18,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_LD_002_IMMUTABLE_MODEL_LINEAGE.md,md,4138,01_ARCHITECTURE,true,approved,2026-02-18,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_LD_003_NO_RETROACTIVE_MUTATION.md,md,4913,01_ARCHITECTURE,true,approved,2026-02-18,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/ADR_LD_004_DRIFT_MANDATORY_ENFORCEMENT.md,md,4061,01_ARCHITECTURE,true,approved,2026-02-18,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/index.md,md,4037,01_ARCHITECTURE,true,draft,2026-03-12,22,DUPLICATE,Объединить,documentation,,,,,
01_ARCHITECTURE/DECISIONS/RAI_DECISION_LOG.md,md,2058,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/DOCFLOW_AND_BILLING_CONTRACT.md,md,13430,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/AGENT_RAI_SUPERBASE_CONCEPT.md,md,6927,01_ARCHITECTURE,true,approved,2026-02-28,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/AGRO_PROCESS_LAYER.md,md,7290,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/AI_ORCHESTRATION_HUB.md,md,4885,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/CONTAINERS_C4_L2.md,md,16680,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/DECISION_INTELLIGENCE_AND_DATA_SCIENTIST_HLD.md,md,11541,01_ARCHITECTURE,true,draft,2026-03-11,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/ENGRAM_MEMORY_SYSTEM.md,md,4045,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/EVENT_DRIVEN_ARCH.md,md,187,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/GAMMA_AI_SOLVERS.md,md,2217,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/GAMMA_RISK_INTEGRATION.md,md,2174,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/GAMMA_UNIFIED_MEMORY_V1.md,md,658,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/LEVEL_D_SYSTEM_FLOW_HLD.md,md,6250,01_ARCHITECTURE,true,approved,2026-02-18,4,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/MODEL_UPDATE_STATE_MACHINE.md,md,6764,01_ARCHITECTURE,true,approved,2026-02-18,3,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/SYSTEM_CONTEXT_C4_L1.md,md,195,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/HLD/UNIFIED_MEMORY_ARCHITECTURE.md,md,9049,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_BIODIVERSITY_MODEL.md,md,3581,01_ARCHITECTURE,true,approved,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_CARBON_MODEL.md,md,4736,01_ARCHITECTURE,true,draft,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_GOVERNANCE_EXTENSION.md,md,3617,01_ARCHITECTURE,true,approved,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_HORIZON_SIMULATION_ENGINE.md,md,3356,01_ARCHITECTURE,true,approved,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_MOS_SPEC.md,md,3773,01_ARCHITECTURE,true,approved,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_MULTI_OBJECTIVE_OPTIMIZATION_SPEC.md,md,4086,01_ARCHITECTURE,true,approved,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_OBJECTIVE_FUNCTION_DEFINITION.md,md,2983,01_ARCHITECTURE,true,approved,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_REGENERATIVE_ARCHITECTURE.md,md,2802,01_ARCHITECTURE,true,draft,,4,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_E/LEVEL_E_SOIL_HEALTH_MODEL.md,md,2712,01_ARCHITECTURE,true,approved,2026-02-19,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/F_DISPUTE_RESOLUTION_PROTOCOL.md,md,6096,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/F_EXTERNAL_ANCHORING_STRATEGY.md,md,5022,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/F_KEY_MANAGEMENT_AND_ROTATION.md,md,7906,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/F_SNAPSHOT_INVARIANTS.md,md,5350,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_COMPOSITION.md,md,1693,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_CONCEPT.md,md,3589,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_DATA_MODEL.md,md,8260,01_ARCHITECTURE,true,approved,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_DISPUTE_PROTOCOL.md,md,9336,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_GOVERNANCE_MODEL.md,md,8203,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_INVARIANTS.md,md,8347,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_PRIVACY_POLICY.md,md,7449,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/LEVEL_F/LEVEL_F_TRUST_MODEL.md,md,28671,01_ARCHITECTURE,true,approved,2026-02-20,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/PARTY_ACCOUNT_MODEL_CANON.md,md,6376,01_ARCHITECTURE,true,approved,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/PARTY_MANAGEMENT_CONTRACT.md,md,8502,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/PRINCIPLES/AI_GOVERNANCE_CANON.md,md,498,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/PRINCIPLES/ARCHITECTURAL_AXIOMS.md,md,2279,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/PRINCIPLES/ARCHITECTURAL_TEST_PROTOCOL.md,md,5444,01_ARCHITECTURE,true,draft,,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/PRINCIPLES/BETA_INTEGRITY_LAYER.md,md,3740,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
01_ARCHITECTURE/PRINCIPLES/BOUNDARIES_OF_RESPONSIBILITY.md,md,217,01_ARCHITECTURE,true,draft,2026-02-15,0,EXPERIMENTAL,Оставить,documentation,,,,,
